theme,text,rating
raznie,"Новый русский увидел бомжа, который просил подаяние.
- Ну, братан, нельзя так, ты чего, заработать не можешь?
- Конечно, хочу заработать, дай мне работу - хоть дворником.
- ОК, мужик. Ищи напарника и завтра ровно в 8 - на лобовом стекле моего мерса!

",0
aforizmi,"Понос и рвота - день чудесный...


",0
tsitati,"""bee"" завтра мероприятие восточной тематики""bee"" все вокруг в восточной тематике""bee"" на всех дверях висят кимоно, футболки оформлены в том же стиле""bee"" маски""bee"" водка""bee"" все японское""bee"" все друг друга давно называют ""мастер""""bee"" учитель, мастер - все японское""bee"" и тут звонок в лверь""bee"" заходит замотанная непонятного возраста и непонятных размеров тетка""bee""  и говорит:""bee"" - здравствуйте""bee"" - я - МАСТЕР ЖЭУ""bee"" валяется весь офис

",0
pro-militsiyu,"ОБЪЯВЛЕHИЕ:
Таксисту, нашедшему в своей машине документы
с гpифом ""СОВЕРШЕHHО СЕКРЕТHО"", пpедлагается
застpелиться самому...

",0
aforizmi,"Телка - традиционное украшение дома к Новому году и Рождеству!


",0
pro-armiu,"Прапорщик - новобранцам:- Солдаты! Сегодня мы впервые будем кидать боевые гранаты в цель. Надеюсь вам ясно, что вы должны точно попасть в цель?- Так точно, товарищ Цель! Ой, извините, мы хотели сказать, товарищ прапорщик...
",1
pro-kino,"Чапаев ездил поступать в военную академию.
- Василий Иваныч, все сдал?
- Нет, не все, Петька. Кровь сдал, мочу сдал, а математику не смог.

",0
tsitati,"""Ubijca"" Забавно разговаривать с непроснувшимся человеком после бурного выходного. Звоню приятелю, который к сегодняшнему дню обещал мне прислать информацию по работе. Диалог, достойный пера классиков:-- Доброе утро, балбес!-- Мама?! *в голосе - неподдельный ужас*-- Нет, бл&, папа!-- Папа?! *ужас переходит в панику*-- Очнись, сурок! Это Наталья-- Аааа, Наташ, здорова, у меня тут параллельная линия, мать с отцом звонят... Хрррр-псссс...-- Проснись, бл&ть! Это я звоню, просто прикалываюсь над тобой!-- Хрррррр-чавк... Мама?!-- Нет, блин! Мама - это я!-- Мамуль, я еще часочек...Мораль басни - нефиг пить в единственный выходной посреди недели :)

",0
raznie,"Объявление:
Начинающий мазохист срочно познакомится с опытной портнихой, умеющей не только хорошо шить, но и пороть!

",0
raznie,"Летайте самолетами авиакомпании ""Московская недвижимость"".
""Попер-инвест"" - отличная компания.

",0
pro-militsiyu,"Сериал ""Убойная сила"" так любим нами потому, что воплощает извечную мечту русского народа - веру в существование честных миллиционеров.

",0
aforizmi,"Сколько веревочке не виться - а мыло пригодится.


",0
meditsinskie,"Молодая медсестра проходит практику в клинике.
Врач водит ее по палатам и рассказывает что и как. Заходят в мужскую палату, а там на первой же койке лежит мужик и мастурбирует, медсестра в ауте, врач ее успокаивает:
""Ничего страшного, милая, у него повышенный уровень тестостерона, вот и сбрасывает каждые 3 часа"".
Идут дальше, в другой палате картина маслом - мужику медсестра делает минет. Медсестра в полуобморочном состоянии, врач снова ее успокаивает:
""Ничего страшного, милая, у него повышенный уровень тестостерона, вот и сбрасывает каждые 3 часа"".
Медсестра спрашивает: ""А в чем разница? у того повышенный уровень тестостерона и этого тоже, только там сам сбрасывает, а тут... ""
Врач: ""А разница, дорогая, в страховых компаниях. ""
",0
aforizmi,"Теория PR. Введение. В  современном мире имидж является истиной по рейтингу...


",0
tsitati,"""kasimanwa"" asl pls?""kasimanwa"" ty""oisee"" asl? AntiSex-spamList?""kasimanwa"" asl?""kasimanwa"" age,sex,location=asl""oisee"" ahhh =)""oisee"" 24, i love sex, in any locations

",0
raznie,"-Что там этот клиент написал в книге жалоб? - спрашивает официант у шеф-повара.
-Ничего не написал. Он вклеил в нее шницель.
<
",0
raznie,"Настоящий русский водитель - это тот, кто на дороге с трехрядным движением, где машины стоят в пять рядов, всегда найдет шестой!

",0
pro-semyu,"706 Мама-робот говорит своей дочери:
-- Вот пусть он сначала на тебе женится! А до свадьбы схему
ему не показывай!

",0
raznie,"- Знаешь, ведь некрасивых женщин не бывает.
- Для меня бывает..
- А чего так?
- Дык не пью я.
",0
aforizmi,"Бутерброд всегда падает маслом вниз. Если нет - значит, его не с той
стороны намазали.


",0
aforizmi,"Некрасивых женщин не бывает, за исключением сайтов знакомств.


",0
tsitati,"""tumumba"" А вы заметили, из маршруток пропали объявления о бесплатном проезде ветеранов ВОВ 1812 года. Наверное преценденты были... ;-)

",0
cherniy-yumor,"Идет Великая Отечественная война...Все воюют: казахи, русские, молдаване, украинцы, а узбеки не воюют. И командир роты не нает что с ними делать!! не воюют и все кушаю плов,манты, пьют Зеленый чай, отдыхают короче. ТОгда его зам сказал: Даваи узбекам будем давать по 10 рублеи за одну голову немца, тут узбеки спохватились и начали воевать так что приносили головы немцев мешками просто!!! ну день приносят,два, неделя, месяц, а деньги у ротного кончаются и он узбекам говорит: Слыш узбеки даваи мы будем брать головы по 7 рублеи а то деньги кончаются а узбеки: НЕЕЕЕТ ! МЫ САМИ ПО 7 У ПАРТИЗАНОВ ПОКУПАЕМ :-))
",2
tsitati,"Alex Melyon: помоги советом. что делать с отличницей?
Alex Melyon: не.. ну понятно что то же самое что и с двоешницей, но как?

",0
raznie,"Одна девушка спрашивает у другой про мужа: - Он у тебя кто?- Коммерсант.- Интересно, а что он продает?- Вазы.- Хрустальные?- Нет, обычные: ""Нивы"", ""Лады"" , короче, ""Жигули"".
",0
raznie,"Встречаются поп и раввин. Поспорили, чьи молитвы чудотворнее. Поп, рассказывает:- Как-то пошел я по делам в дальний приход. А тут вдруг дождь. Но я помолился и чудо - везде дождь, а округ меня сухо! Раввин в ответ:  - Это что. Вот я как-то раз шел по улице в субботу, смотрю лежит бумажник ииз него деньги торчат. А деньги в субботу мне трогать нельзя. Но я богу помолился, ипредставляешь, везде суббота, а вокруг меня четверг.
",0
raznie,"Не пойман, не кайф!

",0
aforizmi,"Плакат в сторовой:
""Поел - убери под собой!""
(с) Нестор Бегемотов


",0
aforizmi,"Если вы чего-то хотите, подумайте, почему у вас этого до сих пор нет.
И успокойтесь.


",0
tsitati,"""naum"" тут вон мишка на днях в привате отмочил""naum"" прихожу - смотрю у мну на лсд куча выгоревших пикселей""naum"" я аж очумел""naum"" ну думаю кранты монику""naum"" смотрю - это он сука розовые точки поставил в разнобой

",0
raznie,"Поздно ночью милицейский патpуль останавливает подвыпившего мужчину.
- Куда это вы так спешите?
- Hа лекцию.
- Кто же в такой поздний час читает лекции?
- Моя жена.

",0
aforizmi,"Жевательная резинка ""Ригли"" покажется вам значительно
вкуснее, если с нее снять обертку!


",0
aforizmi,"Летние лагеря для детей - лучший отдых для матери.


",0
aforizmi,"Некоторых женщин все равно раздражает, что на другом конце члена
находится мужчина...


",0
raznie,"- Скажите, что означает один зеленый огонек?
- Разрешение пешеходам на переход улицы.
- А три зеленых огонька?
- Это на темном чердаке кот на кошке от удовольствия один глаз закрыл.

",0
raznie,"Разговаривают двое преподователей возле деканата:
-Если я на экзамене поставлю хоть одну четверку, меня целая група на руках носить будет!
-А если я на экзамене поставлю хотя бы одну тройку, то меня целая група на руках носить будет!
Мимо проходит декан:
-А если я вас обоих уволю, то меня целый факультет на руках носить будет!

",0
raznie,"Захотел Пенкин понравиться Борьке Моисееву.Наколол на правой полуж*пице букву ""Б"", подумал... и наколол на другую полуж*пицу вторую ""Б"". Приходит к Борьке и спрашивает, показывая зад:- Ну что Борчик, нравится?- Нравится-то нравится, но почему ""БОБ""-то?
",0
pro-militsiyu,"1)  Если документ должен существовать, то он не существует.
2)  Если документ существует, то он уже устарел.
3)  И только документация к бесполезным программам не подчиняется
первым двум законам.


",0
raznie,"Чем отличается десантник от сапера? - Hаправлением полета.

",0
aforizmi,"Если с первого раза не получилось – значит прыжки с парашютом не для
вас


",0
pro-studentov,"Здравствуйте, я учусь на первом курсе. И живу в общежитии. Вчера я постирал свои новые дорогие фирменные джинсы и повесил их в сушилке. Вы не знаете, чё я такой дурак?!?
",0
raznie,"Проводил муж жену в отпуск, на курорт. Через неделю получает телеграмму:
""Все равно люблю только тебя одного"".

",0
pro-militsiyu,"Дали молодому парню срок, привели в камеру, а парень знал, что на зоне
себя держать надо гвоздиком так с порога заявляет:
-привет, бл&!
Налетели на него сокамерники, отпинали. Парень притих, хнычет в углу,
обращается к заключенным жалобным голосом:
-ну, что вы как козлы...?
Налетели на него снова, еще хлеще досталось.
Пожалел его один старый зэк, тихо проговорил:
-это тебе за козлов
Парень обрадованно:
-так бы сразу и сказали, а то налетели как петухи...

",4
pro-vovochku,"Марь Иванна задала на дом найти что-нибудь из медицинских приборов. На следущий день Вовочка приносит дыхательную подушку.Марь Иванна спрашивает:- Вовочка откуда ты взял эту дыхательну подушку?- У дедушки.- И что он сказал?- X-х-х-х-х.
",0
raznie,"- Помните, где вы познакомились со своей...супругой?
- Как же, помню, под фонарем.
- А что фонарь тогда не работал?

",0
raznie,"- Кто первый полетел в космос на собаках?
- Чукчи.
- Нет. Блохи.

",0
tsitati,"""Shelf"" сегодня лежу на солнышке""Shelf"" припекает""Shelf"" мысли блин""Shelf"" ""солнце, сцуко, жжот!""

",0
pro-detey,"Семилетний мальчик веpнyлся домой из паpка без своих новых салазок.
- Вы знаете, - сказал он pодителям, - y меня их попpосил покататься стаpик с
симпатичным малышом. К 4 часам они пообещали салазки веpнyть.
Родителям все это не очень понpавилось, но в глyбине дyши они были довольны
пpоявлением столь добpых чyвств со стоpоны своего pебенка. Четыpе часа - нет
салазок. Hо в 4:30 pаздался звонок, и появился стаpик с малышом, салазками и
большой коpобкой конфет. Сын тyт же скpылся в спальне и, выбежав оттyда,
внимательно осмотpел салазки, и заявил:
- Все в поpядке, полyчите свои часы.
",0
aforizmi,"Лучший подарок любимой - сделать своими руками.


",0
pro-kompyuteri,"- Захотел ты беcпредел? Так нажми контрол+алт+дел!
",0
aforizmi,"Человеку так мало надо,
что всегда не хватает...


",0
kriminalnie,"Тук-тук.
- Кто там?
- Милиция!
- Мы милицию не вызывали, мы девочек вызывали. . .
- Каких еще девочек? !
- Обычных девочек - потрахаться. Проституток. Выебать, короче, их хотим!
День рождения у нас! И милицию мы точно не вызывали!
- Открывайте! Нас ваши соседи вызвали!
- Ну соседи вызвали - вот пусть они вас и ебут!
",4
raznie,"Милые бранятся, чтоб не вешаться.

",0
aforizmi,"Работа слово греческое, пусть греки и работают!


",0
aforizmi,"Дураки предпочитают делить, умные - делиться.


",0
aforizmi,"На чемпионате мира по легкой атлетике первое место заняли беженцы из Кении


",0
pro-mugchin,"- Как называют женщину, которая всегда знает, где находится ее муж?- Вдова!
",1
aforizmi,"Суть в том, как пить дать.


",0
tsitati,"Nadin К нам вчера приходили агитаторы, впарили мне бумажку такую ""наказ будущему президенту"", и адрес там стоит: Москва, Кремль. Как думаешь, вот если я написала там ""лизнуть розетку"", они её отошлют?

",0
narodnie,"Сватается араб к украинке:
- Выходи за меня красавица, все у тебя будет золото и драгоценности, только будешь ты у меня 7 женой
- Да пошелты, я ещё только за хуем в очереди не стояла!!!
",24
raznie,"Появилась последняя версия причины возникновения пожара на Останкинской телебашне. Возгорание произошло в результате столкновения с другой телебашней, вероятно Британской...
",1
raznie,"В университете им. Патриса Лумумбы ЧП: съели студента!
Проводят разъяснительную работу:
- Ведь мы же вас кормим лучше наших студентов!
- Ho мы очень уж соскучились по домашней пище!

",0
raznie,"Пасха. Идёт по Москве парень, в руке варёное яйцо, как полагается – крашено в красный цвет, только с белой полосой в середине. Навстречу ещё один, несёт такое же яйцо. Улыбаются друг другу, разбивают яйца:
– Спартак – чемпион!
– Воистину чемпион!

",0
pro-semyu,"Муж переодевается. Жена смотрит на него и спрашивает:
- Дорогой, а кто тебе так спину расцарапал?
Муж краснеет от смущения:
- Представляешь, вчера шел по улице, и вдруг с балкона мне на спину свалилас кошка... . Неужели не веришь?
- Конечно верю. Там губной помадой так и написано: ""Это я, твоя киска! ""
",0
raznie,"Из радиопередачи.
«И стоят наши дальневосточные берёзки, как невесты в подвенечном саване...»

",0
tsitati,"Диалог на сайте знакомств:
// Закинул письмо типа привет, ты клёвая, давай встретимся, я такой-то чел и прочее...
Кариша вчера в 09:45
приветик:) я бы с радостью но последнее время сильно занята... проблем много!!!
Сергей вчера в 11:35
ну я тебя прямо сегодня куда-то идти не призываю =)
на неделе следующей когда-нибудь
Кариша вчера в 11:56
дело не в этом... просто у меня произошла неловкая неловкая ситуация... я звонила подружке в Крым а там ужасный роуминг... ты не мог бы мне положить на счёт немного денег... ну сколько не жалко... а то мне с ней нужно поговорить ну хотя бы пару минут!!!
Сергей вчера в 13:05
у меня тоже неловкая ситуация — с девушкой расстался 2 недели назад. Секса хочется ужасно. Приезжай в гости, а деньги утром на тумбочке заберешь, когда будешь уходить.

",0
aforizmi,"Бальзам на душу, вазелин в задницу.


",0
raznie,"В темном переулке двое останавливают третьего.
- Снимай куртку.
- Да она у меня целлофановая.
Пощупали.
- Действительно. Тогда снимай штаны.
- Да они у меня бумажные.
- Ты что - студент?
- Да.
- Вася, дай ему стольник и пошли отсюда.

",0
pro-evreev,"Еврей приходит на корабль, его знакомят с экипажем.
- это боцман, штурман, мичман, лоцман.
(Е)-Ба! Да тут же все свои! Моя фамилия Кацман.
",0
raznie,"Хорошо работать палачом: клиенты всегда не правы и никогда не жалуются.

",0
narodnie,"Российский турист заходит в магазин в Таллинне и начинает с трудом на ломаном эстонском долго объяснять, что он хочет купить.
Продавщица:
- Я знаю русский, можете все говорить по-русски!
- Ну уж нет! Мы 40 лет ваш русский слушали, теперь вы наш эстонский послушайте...
",4
pro-alkogolikov,"Поздно вечером сэр Генри возвращается домой пьяный в стельку. Бэримор открывает ему двери. Сэр Генри кричит из последних сил:
- Бэримор, принесите мне тазик, я буду блевать!
- Сэр, но это же ваше родовое поместье?!
- Бэримор, принесите мне тазик, или я обблюю здесь все стены!!!
Бэримор спешно убегает за тазиком.
Через три минуты он снова появляется уже с тазиком. Сэр Генри стоит пошатываясь и удовлетворённо улыбается:
- Бэримор, концепция изменилась, я усрался!
",0
raznie,"Подцепил как-то мужик телочку неплохую. Переспали. На следующее утродевушка говорит:- Дорогой, это, конечно, все хорошо, но мне сегодня с мамой идти к  гинекологу для теста на девственность!Мужик открыл бутылку из-под пива, вытащил с пробки резинку, поставилкуда надо и уверил, что все будут хорошо. Пошла девица с маманей к доктору. Девица села в кресло, раздвинула...Доктор посмотрел и ох##л.- Что, доктор, не девственница?! - заорала мамаша.- Девственница! Но я никогда не видел, чтобы здесь срок годности был  указан!
",0
pro-chukchu,"Чукча и геолог собирают камушки на берегу океана. Вдруг видят направляющегося к ним голодного белого медведя. Ружья нет. Чукча хватает лыжи и начинает их надевать.
Геолог говорит:
- Бесполезно! Всё равно ты не сможешь бежать быстрее медведя.
- А мне, однако, и не надо бежать быстрее медведя. Мне надо бежать быстрее тебя!
",1
raznie,"- Сёма, ты случайно, не играешь на тромбоне? - Конечно! - Да или нет? - Конечно, нет... - А папа твой? - Папа? - Да. - Что ""Да""? - Тоже не играет...
",0
raznie,"Вот американец Джек. В 20 лет он занялся бизнесом. В 23 — стал миллионером. В 24 приехал делать бизнес в Украину В 25 к нему пришел менеджер банка ""Аркада"" и праздник закончился...

",0
aforizmi,"Про некоторых девушек говорят, что у них ноги растут из ушей или что
шея плавно переходит в ноги. Но в таком случае я даже боюсь
предположить, откуда у них растут руки.


",0
raznie,"Идут по пустыне три инвалида - один слепой, другой безрукий, третий в инвалидной коляске. Выходят в оазис, безрукий в озерцо плюхнулся - вышел с целыми руками, слепой услышал, окунулся - о счастье - я теперь все вижу! Говорят третьему - давай мы тебя отнесем, а тот уже мчится в своей инвалидке в воду, падает, - опаньки - новые покрышки!
",0
meditsinskie,"Корреспондент спашивает директора дурдома, какой тест является критерием для выписки.
- Мы наливаем полную ванну воды, кладём рядом чайную ложечку и большую кружку, и предлагаем освободить ванну от воды.
Корреспондент улыбается и говорит:
- Ну любой нормальный человек возьмёт кружку.
- Нет, - говорит директор, - нормальный человек вынет пробку.
",0
raznie,"Московское метро. Час пик.
- Девушка, если вы не прекратите так на меня напирать, то я, как честный мужчина, должен буду на вас жениться!
",0
raznie,"Собрался муж на охоту. Всё взял: хлеб, колбасу, консервы, стопку, водку. Вышел со двора, а жена кричит:
- Ты ружьё забыл!
- Да не буду уже возвращаться, а то неудача будет!

",0
raznie,"В цирк пришел наниматься артист.- Что вы умеете делать? - спросил его директор.- Во время своего выступления я съедаю сто куриных, сто гусиных и пятьдесят страусиных яиц. Мое прозвище Яичный Король!- Но в воскресные дни у нас по четыре представления.- Согласен.- Да, но скоро начнутся рождественские праздники. И мы будем давать представления через каждый час.- Но когда же я буду обедать?
",0
tsitati,"папакарла у нас какой то умник русифицировал систему мониторинга. папакарла теперь тревожные статусы Средний, Выокийи я бл&ть просто плакал... Катастрофа папакарла назвали бы просто и по русски - типа пи%&ец, Полный пи%&ец и пи%&ец всему.всем бы было всё ясно. нет бл&ть, фантазию проявили

",0
tsitati,"Зашёл вопрос о слогане для трекера... Пока выбираем между:
""Качаешь софт от 1С - потом в Сибири валишь лес""
""Набей срок до пожизненного""

",0
pro-vovochku,"Семья Вовочки садится ужинать. Все о чём-то говорят, а Вовочке нечем поделится. Сидит, сидит и говорит:
- А я стихи пишу!
Все замолкают и переключаются на него:
- Не может быть! Прочитай что-нибудь...
Вовочка, недолго думая, говорит:
- Наша мама - вертолёт - всем даёт, а папе - вот !(и дулю тычет).
Все смеются, а маме не до смеха. А Вовочка продолжает:
- Папа тоже вертолёт - всех е6ёт, а маму вот! (и опять дулю тычет)
Уже папа с мамой злые, а дед с сестрой смеются. А Вовочка, поймав кураж:
- И сестричка - вертолёт - курит, пьёт и хyй сосёт!
Уже один дед заливается, а Вовочка продолжает:
- Дед наш тоже вертолёт - хyй большой, да не встаёт!
На кухне гробовая тишина...Вовочка, выдержав паузу, встаёт и говорит:
- Ну и Вова - вертолёт - попи3дел и спать идёт
",4
tsitati,"Lesh
у коллеги жене подарили сумочку
то ли диор, то ли дольче и габбана
неважно
оказалось сначала что к сумочке нет обуви
потом оказалось что с красной сумочкой одеть нечего
и жена была неосмотрительно отпущена по магазинам одна
вообще в итоге подаренная сумочка обошлась где 900$
как сказал знакомый ""нахуй такие сумочки""
Nickolas
перевод на другой язык: подарили видеокарту.
Оказалось, что надо сменить материнку под нее.
А раз менять мать - то надо менять проц.
А новый проц и все вместе не тянет старый блок питания. Поэтому пришлось поменять БП и корпус.
Всего расходов тоже на 900$

",0
pro-evreev,"У еврея умерла жена. Ну, он пошел в газету дать объявление: ""Сара умерла"". А там ему говорят: - За эти деньги вы можете дать объявление из четырех слов. Немного подумав, еврей пишет: ""Сара умерла. Продам Москвич"".
",3
raznie,"В отдел кадров заходит чувак:
- Здрасте, я к вам.
- Здравствуйте, на какую вакансию Вы претендуете?
- Чего-о-о?
- Ясно, на грузчика.

",0
pro-narkomanov,"Встану утром рано,
Посмотрю на рожу...
Больше пить не буду!
Но и меньше тоже!
",0
raznie,"В результате землетрясения два еврея оказались заваленными в подвале. Спасатели из Красного креста разгребают руины, чтобы их освободить. Их разделяет уже только одна стена. Один из спасателей стучит молотком по этой стене. Из-за стены слышится голос:
- Кто там?
- Красный крест.
- На Красный крест мы уже давали.

",0
raznie,"Богатый папуас плывет на рейсовом пароходе из Новой Гвинеи на острова Кука. Сидя в кресле за столиком, он уныло изучает меню. Над ним склоняется официант:
- Что закажете, сэр?
Папуас грустным жестом возвращает ему меню и говорит:
- Нет... это все не то. Принесите-ка мне лучше список пассажиров.

",0
raznie,"Полез Винни Пух на дерево за мёдом. Вдруг одна ветка ломается и он со всего маху грохается на землю. Лежит, пыхтит еле живой. Тут подбегает к нему Пятачок:  - Винни, Винни! Что с тобой?  - Пятачо-ок, хрю-юшечка, поросё-ёночек!.. Гляди, свинья, как медведь могучий погибает!
",0
aforizmi,"А он, мятежный, просит дури
Как будто в дури алкоголь..
Абзац


",0
raznie,"Приежает муж из командировки и говорит жене : ""Дорогая раздевайся!"". Жена думает: ""Ну сейчас у нас будет супер-секс!"", раздевается и тут муж ставит на руки перед зеркалом, разводит ей ноги.
Жена:""Ах!!!"".Муж ложит ей ТУДА подбородок и говорит : ""Да-а-а-а!!! Борода мне не к лицу!!!!!!!"".

",0
meditsinskie,"-Доктор, у меня комплекс неполноценности
- Так, раздевайтесь, нуу голубчик, никакого комплекса у вас нет, вы просто неполноценный.
",0
raznie,"Она была не очень худая и не слишком умная. Короче, полная дура.

",0
raznie,"Бабулька приезжает в город из деревни. Стоит на пероне, смотрит на палатку с курами-гриль и говорит: - В деревне нестись некому, а они тут на карусели катаются!

",0
tsitati,"Rembo:А как будет правильно ""хуЁм постучать"" или ""хуЕм постучать""?
Rembo:Не могу подобрать проверочное слово
*Rembo задумался почему это так важно посреди робочего дня...

",0
raznie,"Москва. Пятница. Большой зал консерватории.
Российский национальный оркестр. Дирижер - Спиваков.
Аншлаг. Заполнены и проходы. 6-я симфония Чайковского. Финал. Большой успех. Зал встает. Овации. Неподалеку остаются сидеть два полуголых пацана в майках и косицах:
- А Колян правду сказал - это круче, чем Продиджи.

",0
aforizmi,"Тот самый человек пустой, кто весь наполнен сам сабой.


",0
aforizmi,"Береженого дог бережет.


",0
raznie,"Тост:
Желаю имениннику умереть так, как умер мой отец... ВО СНЕ, ВЕСЁЛЫМ И ПЬЯНЫМ!
А не как визжащие от ужаса пассажиры его автобуса...
",0
pro-vovochku,"Учительница:
- Петенька, расскажи басню про лебедя, рака и щуку.
- Однажды лебедь щуку в сраку...
- Как не стыдно! Садись, два! Машенька, начинай.
- Однажды лебедь щуку раком...
- Два! Давай ты, Вовочка.
- Однажды Лебедь, Рак и Щука...
- Хорошо, продолжай.
- Задумали сыграть квартет. Поставили мартышку раком, Еб*т, еб*т - а сыра нет!
",1
raznie,"Счастье в деньгах, за которые не нужно сидеть в тюрьме.

",0
raznie,"Заходит в аптеку покупатель, подходит к продавцу, покупает что-то и выходит. Как только дверь за ним закрывается, продавец разражается диким хохотом.- Ты чего? - спрашивает его другой продавец.- Знаешь, тут на прошлой неделе у меня кран потек, вызвал я сантехника, и он так его починил, что из обоих кранов идет горячая вода...- Ну?- Так этот сантехник только что заходил за лекарством от насморка...
",0
tsitati,"""LexxUnder""-ПРИВЕТИК, КАК ДЕЛИШКИ? ЧТО НОВЕНЬКОГО? =) -Снялся в порно, купил аккордеон для левши и сделал татуировку на лице.-Зачем тебе аккордеон для левши? O_o

",0
raznie,"Человеку, нашедшему папку с грифом """"совершенно секретно"""" на заднем сидении такси серого цвета. Убедительная просьба застрелиться самому.

",0
raznie,"Когда Бог создал этот мир, он пришел на Землю,
чтобы вручить какому-нибудь народу 10 заповедей.
Сперва он подошел к индусу. Индус спросил:
""Заповеди? Приведите пример"". Бог сказал: ""е убий"".
Индус ответил: ""Это было бы трудно. Жизнь сложна, она
похожа на большую космическую игру и сопряжена с убийством.
В ней есть рождение, смерть, борьба, состязание, и если
из нее убрать все состязание, она станет скучной и не интересной.
Это нам не подойдет. Эти заповеди испортят всю игру"".
Тогда Бог подошел к мусульманину и привел как пример одну из
заповедей: ""е прелюбодействуй"". Мусульманин сказал: ""Это было трудно. Жизнь потеряла бы всю прелесть. Мужчине нужно по крайней мере
четыре жены. Как нибудь обойдемся без заповедей"".
Тогда Бог подошел к Моисею и сказал: ""Есть десять заповедей"".
Моисей спросил: ""Почем""? Бог ответил: ""Бесплатно"". Моисей сказал:
""Беру все десять""!

",0
aforizmi,"Ненавижу толкиенистов!!! Они в нас играют!
Dragon


",0
raznie,"- Что делать, если паpашют не pаскpоется?
- Быстpо-быстpо маши pуками.
Чеpез некотоpое вpемя стук в иллюминатоp:
- А что дальше делать?

",0
sovetskie,"Рассказывает Берг, как в том же Новосибирске, судя по
афише, он фигурировал в качестве ""знаменитого гитариста из Киева"".

",0
pro-narkomanov,"Эй, мужики, вы откуда будете? - Мы?! Да мы даже из горла будем!
",0
shkolnie-i-pro-shkolu,"Маленький мальчик спрашивает маму:
- Мама, а у нас в школе большие ребята говорили слова, которые я не понял. - Что за слова?
- Киска и Сука.
- Ну... - Покраснела мама. - Киска - это как наш кот Васька, только женского рода. А сука - то же самое, только собачка.
- А, понятно.
Через некоторое время мальчик встречает отца, и повторяет вопрос.
- Сынок, никогда не спрашивай у женщин такие вещи. Пойдем, я тебе все на картинке покажу.
Отец достает Рlауbоу, открывает разворот и рисует фломастером круг.
- Смотри. Все, что в круге - это киска.
- Понятно. А сука?
- Это все, что за кругом.
",1
pro-semyu,"- Папа, почему ты вместо подписи в моем дневнике ставишь крестик?- Чтобы твой учитель не подумал, что у такого интеллигентного человека, может быть такой тупой сын.
",0
pro-studentov,"Преподователь студенту на экзамене:- Ну, что вы так тресетесь, неужели боитесь моих вопросов?- Нет,я боюсь своих ответов...
",12
raznie,"... Исторически было на Руси два вопроса - кто виноват и что делать. И было две проблемы - дураки и дороги. И почему только этом веке стало предельно понятно: Кто виноват - дураки; Что делать - дороги...

",0
aforizmi,"Не плюй в калошу! Пригодится в нее садиться!


",0
